Index,Text
48360,"Narfi is dead, and I have collected my reward from Nazir at the Sanctuary."
48551,"<font face='$HandwrittenFont'><font size='18'>
I don't know how long we've been down here. Father came down to find us, but those things captured him as well. I asked him if he'd seen Mother or Mani, but I don't know if he could even hear me. One of those big bugs bit him when he tried to get free and now he's feverish.
</font>

"
48620,Delphine and Esbern have discovered that Paarthurnax was one of Alduin's chief allies during the ancient Dragon War. They refuse to give me any more help until I kill Paarthurnax.
48779,Note from Tullius allowing for release of prisoner from Northwatch Keep
48890,"[pagebreak]
<p align=""center"">


Hanging Gardens
of Wasten Coridale




</p>



[pagebreak]
<p align=""left"">
<i>This book was apparently written in Dwemer and translated to Aldmeris. Only fragments of the Aldmeris is readable, but it may be enough for a scholar of Aldmeris to translate fragments of other Dwemer books.</i>

...guide Altmer-Estrial led with foot-flames for the town-center where lay dead the quadrangular gardens...

...asked the foundations and chains and vessels their naming places...

...why they did not use solid sound to teach escape from the Earth Bones nor nourished them with frozen flames...

....the word I shall have once written of, this ""art"" our lesser cousins speak of when their admirable ignorance...

...but neither words nor experience cleanses the essence of the strange and terrible ways of defying our ancestors' transient rules.

<i>The translation ends with a comment in Dwemer in a different hand, which you may be translated as follows:</i>

""Put down your ardent cutting-globes, Nbthld. Your Aldmeris has the correct words, but they cannot be properly misinterpreted.""
"
48992,"<font face=""$HandwrittenBold"" size=""18"">The Matriarch grows weary of your hesitation. Our people control the entire eastern slope of the reach- all save Sungard. Take it, and the invaders will be cut off from all retreat. But we must move <i>now</i>, while its defenses are still weak.

Summon the tribes. Do what you must. But if you do not act, she shall find someone who will.
</font>"
49031,"<font face'$HandwrittenFont'><font size='40'><p align='center'>
Turn Undead"
49052,"Thorald Gray-Mane has been successfully retrieved from Northwatch Keep. Fearing for the safety of his family, he cannot return to Whiterun, and has asked me to deliver a message to his mother: ""Suffer the winter's cold wind, for it bears aloft next summer's seeds."""
49310,"The book is filled with indecipherable scribbles. If these are notes, they're impossible to read."
49365,Bows do twice as much damage.
49428,"I have killed Gaius Maro, and planted the Incriminating Letter on his body. This will surely disrupt the security plan for the Emperor's visit, ruin Commander Maro emotionally, and make the Emperor believe the only plot to kill him has been foiled."
49819,"After killing Astrid, the leader of the Dark Brotherhood, I was commissioned by Commander Maro to wipe out the assassins' Sanctuary. I did so, and was rewarded for my efforts. Of course, it will now be impossible for me to join the shadowy organization..."
49830,"<Alias=Player>,

In the name of Jarl <Alias=Jarl>, it is with great regret that we inform you of <Alias=DeadFriend>'s death.

The deceased has bequeathed unto you a measure of inheritance in the amount of <Global=WIKill03Inheritance> gold pieces.

The Jarl's court has levied an amount of <Global=WIKill03Tax> gold pieces from the sum, as the lawfully and honorably due tax. The remainder has been commended unto the care of a trusted courier for deliverance.

While all of the Jarl's court grieves with you on this day, we rejoice in the knowledge that the deceased was in possession of dear friends and wealth to communicate unto them.

May this lawfully bestowed inheritance prove as a reminder of your enduring faith in one another, and of the Jarl's beneficence accorded unto you both."
49866,"Karliah has indicated Brynjolf and I are to meet her at an old standing stone just outside the Southwest Gate of Riften. Her motivations for doing so are mysterious, but I suspect it has something to do with the Nightingales."
49992,;
50040,"I must kill the wizard Maluril, who can be found investigating the Dwarven ruin of Mzinchaleft. I may use any means at my disposal. When I am done, I am to report back to Nazir at the Sanctuary and collect my reward."
50163,"[pagebreak]
<p align=""center"">


The Oblivion Crisis



by
Praxis Sarcorum
Imperial Historian
</p>



[pagebreak]
<p align=""left"">
<img src='img://Textures/Interface/Books/Illuminated_Letters/A_letter.png'>t the turning of the Fourth Age, in the year 3E 433, the Emperor Uriel Septim VII was assassinated and the Amulet of Kings was destroyed. This set in motion a chain of events that would bring down an empire and change forever the relationship between man and the gods.

The assassins first attacked the Emperor in the White Gold Tower. While the Blades held them back, the Emperor made his way down to the dungeons, to a secret escape route built into one of the prison cells. For reasons known only to himself, the Emperor pardoned the fortunate prisoner in that cell. Some say the prisoner reminded him of a childhood friend. Others say it was a moment of prophecy. Whatever the case, the prisoner came to play a fateful role in the history of the Empire and Tamriel - surely a sign that the gods themselves were at work.

The pursuing assassins killed the Blades bodyguards in a relentless series of sneak attacks. Eventually they struck down the Emperor himself. Before he fell, Uriel Septim VII gave the Amulet of Kings to the prisoner, who somehow made it out of the Imperial sewers and into the light of day.

The assassination is now known to have been the work of a group of daedric cultists known as the Mythic Dawn. (Those who still suspect the Dark Brotherhood should consider two facts: first, they would have only needed a single assassin, not a small army of them; second, the Dark Brotherhood would never be so foolish as to effectively declare war on the Empire and thus ensure their complete destruction. Witness the eventual fate of the Mythic Dawn.)

The Amulet of Kings next surfaced at Weynon Priory near Chorrol. Jauffre, secret Grandmaster of the Blades and head of the priory, took possession of the amulet. The messenger was sent off to Kvatch to find a lowly priest named Martin. Unbeknownst even to himself, Martin was the bastard son of Uriel Septim VII, and the last heir to the Ruby Throne. He alone could use the Amulet of Kings to light the Dragonfires that wards the barrier between Tamriel and Oblivion, and save the world from the Mythic Dawn plot.

The prisoner arrived at Kvatch to find it overrun by daedra that had poured in from a newly-opened Oblivion Gate, the start of the Empire-spanning devastation of the Oblivion Crisis. How the prisoner closed the gate is not recorded. Once closed, Martin and the surviving Kvatch guardsmen drove back the daedra.

Now known as the Hero of Kvatch, the prisoner and Martin returned to Weynon Priory, only to find the priory sacked and the Amulet taken. Jauffre survived the attack, however, and the three of them made their way to Cloud Ruler Temple, bastion of the Blades. This secret fortress in the mountains outside Bruma is where Martin was held safe while the Hero of Kvatch searched for the lost Amulet.

Knowing only that a mysterious group called the Mythic Dawn was behind the assassination and theft of the Amulet, the Hero of Kvatch was sent to locate the cult. With the help of Baurus, a Blade in the service of the Emperor, they somehow used the Commentaries on the Mysterium Xarxes, esoteric works by the madman Mankar Camoran, to direct them to the Mythic Dawn's secret lair. Scholars familiar with the Commentaries claim the location is not directly mentioned in them. How they did this remains a mystery.

No official records exist of how the Hero of Kvatch penetrated the Mythic Dawn's lair near Lake Arrius. There is a bardic tale that claims the Hero used trickery and disguise, but that is just speculation.What was discovered there is that Mankar Camoran was behind the Mythic Dawn, and that the group worshiped the daedric prince Mehrunes Dagon. Mankar Camoran believed himself to be a direct descendant of the Camoran Usurper, the infamous pretender to the throne of Valenwood.

Somehow the Hero escaped with the Mysterium Xarxes itself, the holy book of the Mythic Dawn cult. Mankar Camoran fled to Oblivion with the Amulet of Kings. With some effort and great risk to his sanity, Martin deciphered the Mysterium Xarxes and intended to use it to open a gateway to Mankar Camoran in order to recover the Amulet of Kings.

Before Martin could perform the ritual to open the gateway, Mehrunes Dagon opened an Oblivion Gate outside Bruma. The Hero of Kvatch saved the city and Martin by entering the gate and closing it before a daedric siege engine could destroy Bruma and Cloud Ruler Temple. Many songs and stories have been told of this battle and I will not retell them here. The Hero of Kvatch was now also known as the Savior of Bruma.

With the city and Cloud Ruler Temple safe, Martin opened the portal to Mankar Camoran's ""Paradise"". The details of what transpired in this place have not been recorded. All that is known is that the Savior of Bruma travelled to this Paradise, killed Mankar Camoran, and returned with the Amulet of Kings.

With the Amulet in hand, Martin Septim presented himself to the Elder Council to be crowned Emperor of all Tamriel. Once crowned he planned to relight the Dragonfires and seal Tamriel from Oblivion. In a last-ditch attempt to stop him, Mehrunes Dagon launched an assault on the Imperial City, opening several Oblivion Gates within the capital itself. Uncrowned, Martin joined the battle in the city streets.

Mehrunes Dagon himself left Oblivion and entered Tamriel, breaking the covenant. Only the unlit Dragonfires allowed this to be possible. Now that the barrier was ripped asunder, it was too late to relighting the Fires. Martin Septim chose to make the ultimate sacrifice - he shattered the Amulet of Kings to become the avatar of the god Akatosh and do battle with Mehrunes Dagon.

Records of this battle vary wildly. What we do know is that Mehrunes Dagon was defeated and sent back to Oblivion. The avatar of Akatosh was turned to stone and can be seen to this day in the Temple of the One in the Imperial City. With the Amulet gone, the Dragonfires quenched, and the last Dragonblood Emperor dead, the barrier to Oblivion is sealed forever.</p>"
50433,"[pagebreak]
<p align=""center"">


Sixteen Accords of Madness
Volume XII




</p>



[pagebreak]
<p align=""center"">
<img src='img://Textures/Interface/Books/Illuminated_Letters/M_letter.png'>alacath's Tale
</p>
[pagebreak]
<p align=""left"">
<img src='img://Textures/Interface/Books/Illuminated_Letters/I_letter.png'>n the days before the Orsinium's founding, the spurned Orc-folk were subjected to ostracism and persecutions even more numerous and harsh than their progeny are accustomed to in our own age. So it was that many champions of the Orsimer traveled, enforcing what borders they could for the proliferation of their own people. Many of these champions are spoken of yet today, among them the Cursed Legion, Gromma the Hairless, and the noble Emmeg Gro-Kayra. This latter crusader would have certainly risen to legendary status throughout Tamriel, had he not been subject to the attention of certain Daedric  Princes.

Emmeg Gro-Kayra was the bastard son of a young maiden who was killed in childbirth. He was raised by the shaman of his tribe, the Grilikamaug in the peaks of what we now call Normar Heights. Late in his fifteenth year, Emmeg forged by hand an ornate suit of scaled armor, a rite of ascension among his tribe. On a blustery day, he pounded the final rivet, and draping a heavy cloak over the bulky mantle, Emmeg set out from his village for the last time. Word of his exploits always returned home, whether defending merchant caravans from brigands or liberating enslaved beast folk. News of the noble Orc crusader began to grace even the lips of Bretons, often with a tinge of fear.

Less than two years after ascending to maturity, Gro-Kayra was making camp when a thin voice called out from the thickening night. He was surprised to hear the language of his people spoken by a tongue that obviously did not belong to an Orc.

'Lord Kayra', said the voice, 'tales of your deeds have crossed the lips of many, and have reached my ears.' Peering into the murk, Emmeg made out the silhouette of a cloaked figure, made wavy and ephemeral by the hazy campfire. From the voice alone he had thought the interloper an old hag, but he now decided that he was in the presence of a man of slight and lanky build, though he could discern no further  detail.

'Perhaps,' the wary Orc began, 'but I seek no glory. Who are you?' 

Ignoring the question, the stranger continued, 'Despite that, Orsimer, glory finds you, and I bear a gift worthy of it.' The visitor's cloak parted slightly, revealing nothing but faintly glinting buttons in the  pale moonlight, and a bundle was withdrawn and tossed to the side of the fire between the two. Emmeg cautiously removed the rags in which the object was swathed, and was dazzled to discover the item to be a wide, curved blade with ornately decorated handle. The weapon had heft, and Emmeg realized on brandishing it that the elaborate pommel disguised the more practical purpose of balancing the considerable weight of the blade itself. It was nothing much to look at in its present condition, thought the Orc, but once the  tarnish was cleaned away and a few missing jewels restored, it would indeed be a blade worthy of a champion ten times his own worth.

'Her name is Neb-Crescen' spoke the thin stranger, seeing the appreciation lighting Gro-Kayra's face. 'I got her for a horse and a secret in warmer climes, but in my old age I'd be lucky to even lift such a weapon. It's only proper that I pass her on to one such as yourself. To possess her is to change your life, forever.' Overcoming his initial infatuation with the arc of honed steel, Emmeg turned his attention back to the visitor.

'Your words are fine, old man,' Emmeg said, not masking his suspicion, 'but I'm no fool. You traded for this blade once, and you'll trade for it again tonight. What is it that you want?' The stranger's shoulders slumped, and Emmeg was glad to have unveiled the true purpose of this twilight visit. He sat with him a while, eventually offering a stack of furs, warm food, and a handful of coins in exchange for the exotic weapon. By morning, the stranger was gone.

In the week following Emmeg's encounter with the stranger, Neb-Crescen had not left its scabbard. He had encountered no enemy in the woods, and his meals consisted of fowl and small game caught with bow and  arrow. The peace suited him fine, but on the seventh morning, while fog still crept between the low-hanging boughs, Emmeg's ears pricked up at the telltale crunch of a nearby footfall in the dense snow and forest debris.

Emmeg's nostrils flared, but he was upwind. Being unable to see or smell his guest, and knowing that the breeze carried his scent in that direction, Emmeg's guard was up, and he cautiously drew Neb-Crescen from its sheath. Emmeg himself was not entirely sure of all that happened next.

The first moment of conscious memory in Emmeg Gro-Kayra's mind after drawing Neb-Crescen was the image of the curved blade sweeping through the air in front of him, spattering blood over the virginal powder coating the forest floor. The second memory was a feeling of frenzied bloodlust creeping over him, but it was then that he saw for the first time his victim, an Orc woman perhaps a few years younger than himself, her body a canvas of grisly wounds, enough to kill a strong man ten times over. 

Emmeg's disgust overwhelmed the madness that had overtaken him, and with all his will enlisted, he released Neb-Crescen from his grip and let the blade sail. With a discordant ringing it spun through the air and was buried in a snowdrift. Emmeg fled the scene in shame and horror, drawing the hood of his cloak up to hide himself from the judging eyes of the rising sun.

The scene where Emmeg Gro-Kayra had murdered one of his own kind was a macabre one. Below the neck, the body was flayed and mutilated almost beyond recognition, but the untouched face was frozen in a permanent expression of abject terror. 

It was here that Sheogorath performed certain rites that summoned Malacath, and the two Daedric Lords held court in the presence of the disfigured corpse.

'Why show me this, Mad One?' began Malacath, once he recovered from his initial, wordless outrage. 'Do you take such pleasure in watching me grieve the murder of my children?' His guttural voice rumbled, and the patron of the Orismer looked upon his counterpart with accusing eyes.
	
'By birth, she was yours, brother outcast,' began Sheogorath, solemn in aspect and demeanor. 'But she was a daughter of mine by her own habits. My mourning here is no less than your own, my outrage no less great.'
	
'I am not so sure,' grumbled Malacath, 'but rest assured that vengeance for this crime is mine to reap. I expect no contest from you. Stand aside.' As the fearsome Prince began to push past him, Lord Sheogorath spoke again.
	
'I have no intention of standing between you and vengeance. In fact, I mean to help you. I have servants in this wilderness, and can tell you just where to find our mutual foe. I ask only that you use a weapon of my choosing. Wound the criminal with my blade, and banish him to my plane, where I can exact my own punishment. The rights of honor-killing here belong to you.'

With that, Malacath agreed, took the wide blade from Sheogorath, and was gone.

Malacath materialized in the path of the murderer, the cloaked figure obscured through a blizzard haze.  Bellowing a curse so foul as to wilt the surrounding trees, the blade was drawn and Malacath crossed the distance more quickly than a wild fox. Frothing with rage, he swung the blade in a smooth arc which lopped the head of his foe cleanly off, then plunged the blade up to its hilt in his chest, choking off the spurts of blood into a steady, growing stain of red bubbling from beneath the scaled armor and heavy cloak.

Panting from the unexpected immediacy and fury of his own kill, Malacath rested on a knee as the body before him collapsed heavily backwards and the head landed roughly upon a broad, flat stone. The next sound broke the silence like a bolt.

'I - I'm sorry...' sputtered the voice of Emmeg Gro-Kayra. Malacath's eyes went wide as he looked upon the severed head, seeping blood from its wound, but somehow kept alive. Its eyes wavered about wildly, trying to focus on the aspect of Malacath before it. The once-proud eyes of the champion were choked with tears of grief, pain, and confused recognition.

To his horror, Malacath recognized only now that the man he had killed was not only one of his Orismer children, but very literally a son he had blessed an Orc maiden with years hence. For achingly long moments the two looked upon each other, despondent and shocked. 

Then, silent as oiled steel, Sheogorath strode into the clearing. He hefted Emmeg Gro-Kayra's disembodied head and bundled it into a small, grey sack. Sheogorath reclaimed Neb-Crescen from the corpse and turned to walk away. Malacath began to stand, but kneeled again, knowing he had irreversibly damned his own offspring to the realm of Sheogorath, and mourned his failure as the sound of his son's hoarse pleas faded into the frozen horizon.</p>"
50459,"<font face'$HandwrittenFont'><font size='40'><p align='center'>
Lightning Cloak"
50554,"[pagebreak]
<p align=""center"">


Evening Star
Book Twelve of 2920
The Last Year of the First Era

by
Carlovac Townway
</p>



[pagebreak]
<p align=""left"">
1 Sun's Dusk, 2920
Balmora, Morrowind

<img src='img://Textures/Interface/Books/Illuminated_Letters/T_letter.png'>he winter morning sun glinted through the cobweb of frost on the window, and Almalexia opened her eyes.  An ancient healer mopped a wet cloth across her head, smiling with relief.  Asleep in the chair next to her bed was Vivec.  The healer rushed to a side cabinet and returned with a flagon of water.

""How are you feeling, goddess?"" asked the healer.

""Like I've been asleep for a very long time,"" said Almalexia.

""So you have.  Fifteen days,"" said the healer, and touched Vivec's arm. ""Master, wake up.  She speaks.""

Vivec rose with a start, and seeing Almalexia alive and awake, his face broke into a wide grin.  He kissed her forehead, and took her hand.  At last, there was warmth again in her flesh.

Almalexia's peaceful repose suddenly snapped: ""Sotha Sil --""

""He's alive and well,"" replied Vivec. ""Working on one of his machines again somewhere.  He would have stayed here too, but he realized he could do you more good working that peculiar sorcery of his.""

The castellan appeared in the doorway. ""Sorry to interrupt you, master, but I wanted to tell you that your fastest messenger left late last night for the Imperial City.""

""Messenger?"" asked Almalexia. ""Vivec, what has happened?""

""I was to go and sign a truce with the Emperor on the sixth, so I sent him word that it had to be postponed.""

""You can't do me any good here,"" said Almalexia, pulling herself up with effort. ""But if you don't sign that truce, you'll put Morrowind back to war, maybe for another eighty years.  If you leave today with an escort and hurry, perhaps you can get to the Imperial City only a day or two late.""

""Are you certain you don't need me here?"" asked Vivec.

""I know that Morrowind needs you more.""

[pagebreak]
6 Sun's Dusk, 2920
The Imperial City, Cyrodiil

<img src='img://Textures/Interface/Books/Illuminated_Letters/T_letter.png'>he Emperor Reman III sat on his throne, surveying the audience chamber.  It was a spectacular sight: silver ribbons dangled from the rafters, burning cauldrons of sweet herbs simmered in every corner, Pyandonean swallowtails sweeping through the air, singing their songs.  When the torches were lit and servants began fanning, the room would be transfigured into a shimmering fantasy land.  He could smell the kitchen already, spices and roasts.

The Potentate Versidue-Shaie and his son Savirien-Chorak slithered into the room, both bedecked in the headdress and jewelry of the Tsaesci.  There was no smile on their golden face, but there seldom was one.  The Emperor still greeted his trusted advisor with enthusiasm.

""This ought to impress those savage Dark Elves,"" he laughed. ""When are they supposed to arrive?""

""A messenger's just arrived from Vivec,"" said the Potentate solemnly. ""I think it would be best if your Imperial Majesty met him alone.""

The Emperor lost his laughter, but nodded to his servants to withdraw.  The door then opened and the Lady Corda walked into the room, with a parchment in her hand.  She shut the door behind her, but did not look up to meet the Emperor's face.

""The messenger gave his letter to my mistress?"" said Reman, incredulous, rising to take the note. ""That's a highly unorthodox way of delivering a message.""

""But the message itself is very orthodox,"" said Corda, looking up into his one good eye.  With a single blinding motion, she brought the letter up under the Emperor's chin.  His eyes widened and blood poured down the blank parchment.  Blank that is, except for a small black mark, the sign of the Morag Tong.  It fell to the floor, revealing the small dagger hidden behind it, which she now twisted, severing his throat to the bone.  The Emperor collapsed to the floor, gasping soundlessly.

""How long do you need?"" asked Savirien-Chorak.

""Five minutes,"" said Corda, wiping the blood from her hands. ""If you can give me ten, though, I'll be doubly grateful.""

""Very well,"" said the Potentate to Corda's back as she raced from the audience chamber.  ""She ought to have been an Akaviri, the way the girl handles a blade is truly remarkable.""

""I must go and establish our alibi,"" said Savirien-Chorak, disappearing behind one of the secret passages that only the Emperor's most trusted knew about.

""Do you remember, close to a year ago, your Imperial Majesty,"" the Potentate smiled, looking down at the dying man. ""When you told me to remember 'You Akaviri have a lot of showy moves, but if just one of our strikes comes through, it's all over for you.'  I remembered that, you see.""

The Emperor spat up blood and somehow said the word: ""Snake.""

""I am a snake, your Imperial Majesty, inside and out.  But I didn't lie.  There was a messenger from Vivec.  It seems he'll be a little late in arriving,"" the Potentate shrugged before disappearing behind the secret passage. ""Don't worry yourself.  I'm sure the food won't go bad.""

The Emperor of Tamriel died in a pool of his own blood in his empty audience chamber decorated for a grand ball.  He was found by his bodyguard fifteen minutes later.  Corda was nowhere to be found.

[pagebreak]
8 Sun's Dusk, 2920
Caer Suvio, Cyrodiil

<img src='img://Textures/Interface/Books/Illuminated_Letters/L_letter.png'>ord Glavius, apologizing profusely for the quality of the road through the forest, was the first emissary to greet Vivec and his escort as they arrived.  A string of burning globes decorated the leafless trees surrounding the villa, bobbing in the gentle but frigid night breeze.  From within, Vivec could smell the simple feast and a high sad melody.  It was a traditional Akaviri wintertide carol.

Versidue-Shaie greeted Vivec at the front door.

""I'm glad you received the message before you got all the way to the City,"" said the Potentate, guiding his guest into the large, warm drawing room. ""We are in a difficult transition time, and for the moment, it is best not to conduct our business at the capitol.""

""There is no heir?"" asked Vivec.

""No official one, though there are distant cousins vying for the throne.  While we sort the matter out, at least temporarily the nobles have decided that I may act in the office of my late master,"" Versidue-Shaie signaled for the servants to draw two comfortable chairs in front of the fireplace. ""Would you feel most comfortable if we signed the treaty officially right now, or would you like to eat something first?""

""You intend to honor the Emperor's treaty?""

""I intend to do everything as the Emperor,"" said the Potentate.  

[pagebreak]
14 Sun's Dusk, 2920
Tel Aruhn, Morrowind

<img src='img://Textures/Interface/Books/Illuminated_Letters/C_letter.png'>orda, dusty from the road, flew into the Night Mother's arms.  For a moment, they stayed locked together, the Night Mother stroking her daughter's hair, kissing her forehead.  Finally, she reached into her sleeve and handed Corda a letter.

""What is it?"" asked Corda.

""A letter from the Potentate, expressing his delight at your expertise,"" replied the Night Mother. ""He's promised to send us payment, but I've already sent him back a reply.  The late Empress paid us enough for her husband's death.  Mephala would not have us be greedy beyond our needs.  You should not be paid twice for the same murder, so it is written.""

""He killed Rijja, my sister,"" said Corda quietly.

""And so it should be that you struck the blow.""

""Where will I go now?""

""Whenever any of our holy workers becomes too famous to continue the crusade, we send them to an island called Vounoura.  It's not more than a month's voyage by boat, and I've arranged for a delightful estate for your sanctuary,"" the Night Mother kissed the girl's tears. ""You meet many friends there, and I know you will find peace and happiness at last, my child.""

[pagebreak]
19 Sun's Dusk, 2920
Mournhold, Morrowind

<img src='img://Textures/Interface/Books/Illuminated_Letters/A_letter.png'>lmalexia surveyed the rebuilding of the town.  The spirit of the citizens was truly inspirational, she thought, as she walked among the skeletons of new buildings standing in the blackened, shattered remains of the old.  Even the plantlife showed a remarkable resilience.  There was life yet in the blasted remains of the comberry and roobrush shrubs that once lined the main avenue.  She could feel the pulse.  Come springtide, green would bolt through the black.

The Duke's heir, a lad of considerable intelligence and sturdy Dunmer courage, was coming down from the north to take his father's place.  The land would do more than survive: it would strengthen and expand.  She felt the future much more strongly than she saw the present.

Of all the things she was most certain of, she knew that Mournhold was forever home to at least one goddess.

[pagebreak]
22 Sun's Dusk, 2920
The Imperial City, Cyrodiil

<img src='img://Textures/Interface/Books/Illuminated_Letters/T_letter.png'>he Cyrodiil line is dead,"" announced the Potentate to the crowd gathered beneath the Speaker's Balcony of the Imperial Palace.  ""But the Empire lives.  The distant relatives of our beloved Emperor have been judged unworthy of the throne by the trusted nobility who advised his Imperial Majesty throughout his long and illustrious reign.  It has been decided that as an impartial and faithful friend of Reman III, I will have the responsibility of continuing on in his name.""

The Akaviri paused, allowing his words to echo and translate into the ears of the populace.  They merely stared up at him in silence.  The rain had washed through the streets of the city, but the sun, for a brief time, appeared to be offering a respite from the winter storms.

""I want to make it clear that I am not taking the title Emperor,"" he continued. ""I have been and will continue to be Potentate Versidue-Shaie, an alien welcomed kindly to your shores.  It will be my duty to protect my adopted homeland, and I pledge to work tirelessly at this task until someone more worthy takes the burden from me.  As my first act, I declare that in commemoration of this historical moment, beginning on the first of Morning Star, we will enter year one of the Second Era as time will be reckoned.  Thus, we mourn the loss of our Imperial family, and look forward to the future.""

Only one man clapped at these words.  King Dro'Zel of Senchal truly believed that this would be the finest thing to happen to Tamriel in history.  Of course, he was quite mad.    

[pagebreak]
31 Sun's Dusk, 2920
Ebonheart, Morrowind

<img src='img://Textures/Interface/Books/Illuminated_Letters/I_letter.png'>n the smoky catacombs beneath the city where Sotha Sil forged the future with his arcane clockwork apparatus, something unforeseen happened.  An oily bubble seeped from a long trusted gear and popped.  Immediately, the wizard's attention was drawn to it and to the chain that tiny action triggered.  A pipe shifted half an inch to the left.  A tread skipped.  A coil rewound itself and began spinning in a counter direction.  A piston that had been thrusting left-right, left-right, for millennia suddenly began shifting right-left.  Nothing broke, but everything changed.

""It cannot be fixed now,"" said the sorcerer quietly.

He looked up through a crick in the ceiling into the night sky.  It was midnight.  The second era, the age of chaos, had begun."
50630,"<font face'$HandwrittenFont'><font size='40'><p align='center'>
Oakflesh"
50899,"After offending the priestesses of Dibella, I paid for my offense by rescuing their new Sybil from the Forsworn."
51048,"[pagebreak]
<p align=""center"">


Boethiah's Glory





</p>



[pagebreak]
<p align=""left"">
<img src='img://Textures/Interface/Books/Illuminated_Letters/L_letter.png'>ook upon the face of Boethiah and wonder. Raise your arms that Boethiah may look on them and bestow a blessing. Know that battle is a blessing. Know that death is an eventuality. Know that you are dust in the eyes of Boethiah.

 Long is the arm of Boethiah, and swift is the blade.

 Deep is the cut, and subtle is the poison.

 Worship, o faithful. Pray your death is short.

 Worship, o faithful. Pray your death is quiet.

 Worship, o faithful. Worship the glory that is Boethiah."
51059,"<font face'$HandwrittenFont'><font size='40'><p align='center'>
Frenzy"
51158,<font face='$HandwrittenBold'>Orchendor has gone down the the Aerdrome. He believes some of the old Dwemer machines down there will help him commune with our Blighted Lord.
51210,"Brynjolf has promised me more work if I'm able to locate him at a tavern called the Ragged Flagon. Judging from the dangerous nature of its location, it seems as though he's having me perform some type of initiation, but I can't be certain."
51271,Chance to decapitate with a dual wielding power attack.
